video_id,title,publish_time,channelId,channel_title,category_id,trending_date,views,likes,comment_count,comments_disabled,ratings_disabled,description
u_o3WJEBsuY,[미공개] 긴장감있는 훈련장에 느슨해진 오모시로이한 핏챠-⚾와이푸의 등장이라..어머 기절이야 기절!✨ |＜최강야구＞ 비하인드 cam 32,2023-04-27T01:16:00Z,UCFL1sCAksD6_7JIZwwHcwjQ,JTBC Entertainment,24,23.27.04,512160,8452,1151,False,False,등장부터 완전 기절이야 기절~✨훈련장을 휩쓸고 간 대은의 TRUE 안방마님 트루디의 등장!이렇게 몬스터즈의 3번째..포수 영입...?!#최강야구 #최강야구_메이킹 #최강몬스터즈매주 월요일 밤 10시 30분 ＜#최강야구＞ 본방사수!⚾———————————————————————
-8jAmDvO64E,TAEYANG - ‘나의 마음에 (Seed)’ M/V,2023-04-25T09:00:10Z,UCg8ZzloDPTrOiGztK0C9txQ,THEBLACKLABEL,10,23.27.04,7435300,0,11813,False,True,"https://TAEYANG.lnk.to/DownToEarthTAEYANG - ‘나의 마음에 (Seed)’ M/V 어젯밤 꿈속에서지울 수 없이 깊게 밴 그대 향기내 곁에 영원히 있어 줘 보고 있어도 그리운 그대절대 채울 수 없다는 걸 잘 알면서도나는 뭘 그리 더 가지려 했나부서지는 모래성처럼변해가는 사람들날 위한 너의 기도 잊지 않을게그대여 나의 마음에 꽃잎이 되어흩날리는 나의 삶에 길이 돼 주오캄캄한 나의 밤에 불빛이 되어그대여 나의 마음에 비춰 주오끝내 닿을 수 없다는 걸 잘 알면서도 나는 왜 그렇게 잡으려 했나부서지는 모래성처럼변해가는 사람들날 위한 너의 기도 잊지 않을게그대여 나의 마음에 꽃잎이 되어흩날리는 나의 삶에 길이 돼 주오캄캄한 나의 밤에 불빛이 되어그대여 나의 마음에 그대여 나의 마음에한 편의 영화 같던 내 흔적들을 다시 되돌릴 순 없겠지만 날 가리던 어둠 속에 핀 너라는 꽃이제 내 맘속에 너로 가득 해줘그대여 나의 마음에 꽃잎이 되어흩날리는 나의 삶에 길이 돼 주오캄캄한 나의 밤에 불빛이 되어그대여 나의 마음에 그대여 나의 마음에 그대여 나의 마음에 비춰 주오[Credits] Lyrics by TAEYANG, KUSHComposed by KUSH, Nohc, VinceArranged by Nohc, 24, KUSHTAEYANG EP ALBUM [Down to Earth]The Official Merch PRE-ORDERhttps://TAEYANG.bio.to/D.t.E_MerchMore about TAEYANG @https://www.instagram.com/__youngbae__/https://www.facebook.com/TAEYANGhttps://twitter.com/Realtaeyanghttps://www.tiktok.com/@taeyang#TAEYANG #태양 #나의마음에 #Seed #DowntoEarth#THEBLACKLABEL #더블랙레이블"
1qcGIa1Fwmo,조정민 X 에녹 - 곰탱이｜불타는 장미단 4회,2023-04-25T16:01:38Z,UCsxbX6QnOLal_qzzMK9AR9g,MBN MUSIC,10,23.27.04,226080,3435,795,False,False,불타는 장미단 4회 MBN 230425 방송매주 화요일 밤 10시#불타는장미단 #조정민 #에녹 #곰탱이
C54ui16HHEs,"4월 27일 33라운드, 아스날 우승 장례식 (상주: 박종윤님, 신우석 감독님)",2023-04-27T01:01:24Z,UCn9mJ4htO64-1osMWYu9k5Q,이스타TV,17,23.27.04,229831,3367,921,False,False,멤버십 가입하기 : https://www.youtube.com/channel/UCn9mJ4htO64-1osMWYu9k5Q/join투네이션 후원하기 : https://toon.at/donate/leestartv랩 스튜디오 : https://www.youtube.com/@LAPSTUDIO152히든K : http://hidden-k.com/히팟 : http://hipod.co.kr/이스타몰 : http://leestarmall.com광고문의 : reindeer@leestartv.com#신우석 #뉴진스 #아스날 #맨시티
Y3WiJHVXZOU,오이 끝도없이 주렁주렁 열리게 하는 이것 넣고 심어보세요#오이모종심기#오이심는방법#오이구덩이만들기#오이재배하는법#오이심는시기#오이병충해방제#오이지지대만들기#텃밭#친환경#무농약,2023-04-26T08:24:18Z,UCX3jMYyi3smD-ltueIQMawA,산골여행,22,23.27.04,144935,2213,51,False,False,#오이 #오이재배 #오이소박이#오이김치#5월에심을수있는작물#넝쿨식물#시골 #건강 #전원생활#자연#낙엽멀칭#깻묵퇴비#부엽토#초보농부#주말농부#채소재배#대파키우기#귀농귀촌#농부#인기급상승
KfCpXA3e-zg,🧳EP.1-2ㅣ골 때리는 선수들의 난리법석 99초 환장의 미션ㅣ🧳출장십오야2 X 드림,2023-04-26T10:25:29Z,UCQ2O-iftmnlfrBuNsUUTofQ,채널 십오야,24,23.27.04,417482,12295,730,False,False,"#유료광고포함 #박서준 #아이유 #김종수 #고창석 #정승길 #이현우 #양현민 #홍완표 #허준석 #출장십오야2부르면, 달려 갑니다!영업재개 예능배달서비스 [출장십오야2]출장 소식이 궁금하다면?https://bit.ly/2RpuQEt"
X8JmXp9M76M,"🇸🇬#1 우리 가족 첫 해외여행, 싱가포르👋🏻 뭐 먹고 뭐 입고 뭐했는데? 이 나라 우리 스타일이야... 야쿤 토스트, 터키 음식, 맛집",2023-04-26T07:49:22Z,UCkh6TlSape86-iHiehXvsmA,yoovlog,22,23.27.04,262819,5690,295,False,False,"하이염?강빈이와 처음 간 해외여행지는 싱가포르가 되었습니다. 여행을 너무너무 좋아하는 아빠와 겁쟁이 엄마, 그 사이에 태어난 콩빈이구요.얘는.. 어떤애인지는 아직은 잘 모르겠습니다. 여행을 가니 마니 하다가 결국엔 갔고,가면 제일 웃고 다니는건 저고 그렇져머..🤔여행지는 볼게 많은지, 먹을게 많은지에 따라 가볼만 한 곳이다 아니다로 보통 평가(?)되는 것 같은데 많은 사람들이 좋다고 하는 곳 다니면서 결국엔 내스타일, 우리 가족 스타일 찾게 되는 것 같아요.경험해보면서 날 알아가고, 우리 가족을 알아가고 뭐 그런거겠죵?!오늘 영상도 함께 해주셔서 감사드려요!다음 영상 편집하러 갑니다..!빠이염!평소 사용/착용 제품 정보 올라가는 Instagram ID 👉🏻yootrue_infoInstagram ID 👉🏻yootrue5502유트루 헤어밴드👉🏻http://bit.ly/32HSmzN채널 No.1 뷰티채널👉🏻 https://www.youtube.com/user/yootruebeutyroom/채널 No.2 생방송 채널👉🏻 https://www.youtube.com/c/yootrueonair"
SB03Cbc50i8,F*ck My Life,2023-04-24T09:11:42Z,UC0gpUnoyhu44aS3-NxYs7rg,SEVENTEEN - Topic,10,23.27.04,1448096,92703,2483,False,False,Provided to YouTube by 'PLEDIS Entertainment'F*ck My Life · SEVENTEENSEVENTEEN 10th Mini Album ‘FML’Released on: 2023-04-24Auto-generated by YouTube.
VzVig1HuAYw,조용필 - 'Feeling Of You' Official MV,2023-04-26T09:00:14Z,UCEKL9UTis2YsqhHPlGDIG5w,조용필Official,10,23.27.04,88478,3718,863,False,False,"가수 조용필이 20집으로 가는 두 번째 발걸음을 내디뎠습니다.[Road to 20-Prelude 2(로드 투 트웬티-프렐류드 투)]는 올해 말 발매를 계획 중인 정규 20집으로 가는 두 번째 여정을 가리킵니다. 이번 EP에 수록된 신곡 'Feeling Of You’는 트렌디한 글로벌 스탠다드를 놓치지 않는 조용필의 기민함이 엿보이는 곡으로 캐치한 가사와 멜로디가 돋보이는 신스팝 장르의 곡입니다. 이번 신곡 역시 작사가 김이나씨가 참여했습니다. ‘Feeling Of You’ 뮤직비디오는 추수 감독이 제작했습니다. 독특한 디자인과 감각적인 영상미를 접목한 애니메이션 형태인데, 트렌디하면서도 한 편의 동화 같은 영상과 세대를 관통하는 조용필의 흡인력 있는 목소리가 절묘한 조화를 이루고 있습니다. ‘Feeling Of You’가 수록된 EP에는 조용필이 처음으로 시도하는 프로그레시브 하우스 장르의 신곡 ‘라’를 비롯해 지난해 발매한 ‘찰나’, ‘세렝게티처럼’ 까지 총 4곡이 수록되어 있습니다."
-kYYmiDGc-Y,시장 길거리 음식 먹방🔥 800만 감사합니다,2023-04-26T12:00:02Z,UCfpaSruWW3S4dibonKXENjA,tzuyang쯔양,22,23.27.04,964666,47502,4759,False,False,"각국어 번역 자막 제작 : 컨텐츠 제작의 마무리는 컨텐츠플라이! 글로벌 진출을 위한 최고의 파트너,CONTENTSFLY에서 제작되었습니다.https://www.contentsfly.com비지니스 메일:gardenm1120@gmail.com"
sqij51Lg0E0,"🩵✨ 찬란했던 모든 날, 전 여기 함께 있습니다 |  IMHERO ENCORE CONCERT 비하인드",2023-04-26T09:16:00Z,UC3WZlO2Zl8NE1yIUgtwUtQw,임영웅,22,23.27.04,373093,54412,4419,False,False,#임영웅 #LimYoungWoong임영웅 웅튜브 구독♡좋아요♡알람설정열심히 할게요/당신도 누를 수 있도록 Lim Young Woong  [I'm HERO] Youtube ChannelSubscribe Like Alert Setting Thank You♡공식 팬카페 [영웅시대]http://cafe.daum.net/hero0616
6P3fqtf3ibM,(여자)아이들((G)I-DLE) - Spoiler Alert : [I feel] #YUQI,2023-04-26T15:00:11Z,UCritGVo7pLJLUS8wEu32vow,(G)I-DLE (여자)아이들 (Official YouTube Channel),10,23.27.04,438131,58667,2235,False,False,(여자)아이들((G)I-DLE) - Spoiler Alert : [I feel] #YUQI (G)I-DLE Official YouTube: http://www.youtube.com/@official_g_i_dle(G)I-DLE Official Twitter: https://twitter.com/G_I_DLE(G)I-DLE Official Facebook: https://facebook.com/G.I.DLE.CUBE(G)I-DLE Official Instagram: https://instagram.com/official_g_i_dle(G)I-DLE Official Weibo: http://weibo.com/cubegidle(G)I-DLE Official Weverse: https://weverse.io/gidle#여자아이들 #GIDLE #I_feel
EPdf1bQFnmA,약속있다고 해놓고 나만 빼고 회식을 하고 있다면?ㅋㅋㅋㅋ개삐짐,2023-04-26T10:30:07Z,UCfsNuo871ShOAsbQuFyksQA,성용,23,23.27.04,95878,3053,265,False,False,#성용#몰카#인기급상승
ABUXoFt-QOw,108배 하다가 진정으로 참회? 고기 타령만 하다 내려간 김대호 아나운서 / 4춘기 EP.05,2023-04-25T10:15:00Z,UCLKuglhGlMmDteQKoniENIQ,14F 일사에프,24,23.27.04,643232,8251,1068,False,False,108배와 참회..  그리고 고기가 난무했던 템플스테이❚ 4춘기 | 40대의 취미를 찾아서 ❚ 매주 화요일 업로드 [5화 플레이리스트]00:00 일기예보 - 자꾸자꾸01:12 언니네 이발관 - Times in 200202:45 산울림 - 너의 의미04:15 브로콜리 너마저 - 유자차 06:49 양수경 - 사랑은 창밖에 빗물 같아요07:44 B612 - 나만의 그대 모습09:13 스페이스에이 - 배신의 계절13:03 윤상 - 넌 쉽게 말했지만 15:40 양수경 - 그대의 의미15:56 언니네 이발관 - 산들산들#김대호아나운서 #김대호 #나혼자산다
FPIvaQWFxbY,"‘왕자야, 나 무서워’ 체리의 불안해하는 목소리에 진돗개 왕자가 보인 반응",2023-04-26T07:00:11Z,UCicKQUi8h4NI81wDmrDBD4A,올리버쌤,22,23.27.04,766849,35495,1372,False,False,[올리버쌤 도서로 학습하기](신간) 올리버쌤의 미국식아이영어습관365https://url.kr/udpt4h올리버쌤의 영어 회화 일력 365https://bit.ly/389tTbX올리버쌤의 영어 꿀팁http://bit.ly/2QigDck[인스타그램] 올리버쌤 http://instagram.com/oliverkorea 마님툰 http://instagram.com/manim_toon체리 http://instagram.com/cherry_bbobbo[유기견 입양 신청 및 해외 이동봉사 문의]메일 2798catherine@gmail.com인스타 http://instagram.com/volunteer_abcd
oM6-umUNH-4,[오늘의 지수] EP.3 M/V BEHIND,2023-04-26T09:00:28Z,UCRE-097LGtx_Zo7LrHvkycA,행복지수 103%,22,23.27.04,1249788,170340,6081,False,False,#JISOO #지수 #Todays_JISOO #오늘의지수 #MV #BEHIND #FIRSTSINGLEALBUM #ME #꽃 #FLOWER #AllEyesOnMe #행복지수 #BLACKPINK #블랙핑크
BWU0vwCdd_U,초반에 미친 마스터 이,2023-04-25T01:28:47Z,UCQ9eDVhFn_jq7eTpjf21ouA,발__젭,20,23.27.04,277726,4765,773,False,False,원래 썸넬은 저거였습니다썸넬 도움 김곧뚜레하이라이트 음악https://www.youtube.com/watch?v=0IpIPb_5ktw
KMIhIdDSQ_A,EP.1 안녕 Hi こんにちは 르세라핌의 한미일 친구 만들기 | ODG,2023-04-25T12:30:10Z,UCpjm6R2yqu1GZjYtsIiXR5w,odg,24,23.27.04,2315459,126658,2812,False,False,NEXT EPISODE : 4월 27일 오후 5시ⓒ2023. Studio Solfa All rights reserved.
GhZDC6CZyfw,"[공부의 길道] 최고의 효율, 숨은 뇌를 깨우는 설림여자고등학교 3학년 '김혜진' 학생 (풀영상) | 교육TV",2023-04-26T08:00:04Z,UCeS6R89S32mSOxTNoEqrN7g,사내뷰공업 beautyfool,22,23.27.04,1030165,30186,2599,False,False,(재방송) 2022년 4월 26일 방송
KRgbVo4OTKQ,iKON - 딴따라 Tantara MV Performance Ver,2023-04-25T09:00:08Z,UCWxCyZibDIWIrGIgP25mbfw,iKON,10,23.27.04,2229536,175755,23525,False,False,More About  iKONhttps://www.instagram.com/Withikonichttps://twitter.com/ikonic_143https://www.tiktok.com/@ikon_tiktokⓒ 2023 143Inc. All Rights Reserved.#iKON #아이콘 #딴따라 #Tantara
qg8vNx_jQYU,(여자)아이들((G)I-DLE) - Character Introduction : [I feel],2023-04-25T15:00:41Z,UCritGVo7pLJLUS8wEu32vow,(G)I-DLE (여자)아이들 (Official YouTube Channel),10,23.27.04,990423,130411,5480,False,False,(여자)아이들((G)I-DLE) - Character Introduction : [I feel](G)I-DLE Official YouTube: http://www.youtube.com/@official_g_i_dle(G)I-DLE Official Twitter: https://twitter.com/G_I_DLE(G)I-DLE Official Facebook: https://facebook.com/G.I.DLE.CUBE(G)I-DLE Official Instagram: https://instagram.com/official_g_i_dle(G)I-DLE Official Weibo: http://weibo.com/cubegidle(G)I-DLE Official Weverse: https://weverse.io/gidle#여자아이들 #GIDLE #I_feel
QnKLXUHjIHo,[EN] 수지 찾으러 오는 학과 [숭실대 건축학부] | 전과자 ep.20,2023-04-24T09:00:28Z,UCRmm8763aqO0CoeLCA2jNSA,ootb STUDIO,24,23.27.04,1751527,28945,2306,False,False,"수지 있어요?음대생 수지 찾는 질문에 영원히 시달리는 건축학부 👀시멘트 가루 날리는 공사판에서 수업 듣고교수님이 치킨 사주는 설계 수업까지🍗드디어 재능 찾은 전과자교수님의 대학원 제의 썰 푼다🤭공감과 정보와 추억을 모두 담은캠퍼스 문화 부흥 프로젝트 📚 매일 전과하는 남자 [전과자] 📚 매주 목요일 오후 6시#ootbSTUDIO #이창섭 #전과자대한민국 남자 피부톤을 연구해 설계된아이디얼 포 맨 베러톤 커버 쿠션4월 런칭 기념 온라인 추가 할인할인가 19,300원 (최대 33%▼, ~4/30)👉 https://bit.ly/40kl0Uh* 온라인 추가할인은 올리브영 온라인몰에서만 진행되며, (어플/웹) 로그인 후 구매 가능합니다."
muz06dI5vCI,"'참외' 이렇게 심으면, 묘목 한개만 심어도 배터지게 실컷 먹을 수 있어요!!",2023-04-25T03:10:01Z,UCbOwfr-gLHJW-VXVHWNlNZg,장돌뱅이,22,23.27.04,238499,1072,28,False,False,참외 묘목 1개만 심어도 참외가 수식개씩 달리게 하려면화초 장돌뱅이가 알려주는 이번영상!!참외 구덩이를!! 이렇게 만들어 심어보세요!!꿈에서도 참외를 실컷 먹을수 있을겁니다!!
